text,sentiment
"Some people might consider this movie a piece of artwork - to be able to express your imagination on film in order to create a movie filled with antagonizing pain and death.. I personally think that this movie is a disgust, which should have never been released. This movie is repulsive, illogical and meaningless. Not only is it a complete waste of time but it makes you sick for days to come. The appalling images shown in the film not only make you grasp for air but they set in your mind and it takes days to forget them. Such a shame that people waste their imagination on such inhumane suffering.. ""Kill Bill"" would be another example but at least ""Kill Bill"" has its purpose, meaning, climax and resolution..",neg
"Kabei: Our Mother (2008) is a poetic and sublime beauty from Japan. A real weeper! I had heard great reviews for the film and rented it from Netflix. Am I glad I did! In many ways this film reminded me of the old style of Japanese classic film-making from the 1940's and 1950's that I've come to love so much, such as seen in Yasujiro Ozu pictures -- the title credits even begin in the same way, with the Japanese letters (characters) in red against neutral color burlap material. I immediately thought: this director loves Ozu. The same style was used too: mostly indoor sets with only a few outdoor scenes. Even a couple of ""pillow shots"", as Roger Ebert calls them. The strength of the film is built on the love of the characters for one another.<br /><br />The story follows the lives of a Japanese family before, and during, and after, World War Two. The mother takes care of her growing girls the best she can after the father (a University professor) is arrested for anti-war sympathies. He's never freed and only has a few brief meetings with his wife in prison before he dies of starvation and disease. Meanwhile a former student of the professor comes by often to help take care of the mother and two girls. He begins to fall in love with the mother and is a substitute father for the two girls. But war starts and he's drafted and they have to say an abrupt farewell. Will they ever express their love for one another? Will he ever return from the war? <br /><br />There is so much heart and gentle spirit in the performance of the lead actress, Sayuri Yoshinaga. She's almost a Madonna type, she's so beautiful! Big soulful eyes and flawless skin. The actor who plays the student is phenomenal as well: his name is Tadanobu Asano. What a sensitive performance. There is no macho in him at all; he's gentle and kind. I'd certainly love to see both of these two in other movies. I think I'll check to see what's available for them. The two little child actresses are wonderful too.<br /><br />The film is just released on NTSC DVD for American audiences, with very easy to read English subtitles. I gave it a 10 out of 10 on the IMDb. I cried almost as much as with the Japanese film classic Twenty-Four Eyes (1954). Don't miss this film!",pos
"It's hard to say which comes out on top, James Cagney's charm and energy or the mouth- opening excesses of Busby Berkeley's three grand showstoppers at the close. I give it a tie, with Footlight Parade one of the funniest and quickest of the early Thirties musicals. Although the movie clearly belongs to Cagney, Joan Blondell adds immeasurably to the good-natured story line. <br /><br />And what's the story line? It's about Chester Kent (Cagney) who produces musicals, and who now is just about out of business as the talkies take over. He starts doing Prologues, live musical entertainment offered on stage before a movie starts. He gets the idea to do bigger ones and more of them, moving them around the country. He's a ball of fire and ideas, and he needs all the ideas he can get to keep relentlessly producing these things. But a rival is spying on him and stealing his ideas; Nan Prescott (Blondell), his wise-cracking secretary, loves him but he's too busy too notice; an office girl in black-rimmed, round glasses (Ruby Keeler) wants a chance to dance; his wife turns up saying she didn't divorce him after all; a blonde gold-digger is setting her hooks in him; his partners are cheating him...my gosh, what's next? This may all sound like a lot to digest, but everything happens fast, with Cagney bouncing, strutting, striding, finger-snapping, barking orders and occasionally - until the big last number when he goes all out singing and dancing -- doing a step or two just to show how it's done. <br /><br />Instead of ""Let's put on a show, gang"" we have ""We need to build three shows in three days, so lock the doors and let's start rehearsing."" These three super Prologues are going to feature 40 chorines, spectacular effects and will mean a rich contract, with forty Kent units in deluxe movie houses...the whole Apollo movie house circuit! Exhaustion threatens, feet ache, but all those unbilled chorines in skimpy costumes (which include Ann Sothern and Dorothy Lamour; you can quickly spot Sothern but Lamour is more generic) stay the course, dancing their hearts out, giggling and chattering and looking remarkably unsweaty. <br /><br />And then the curtains go up as each Prologue is presented in separate movie houses, one after the other on the same night, with the owner of the Apollo circuit going to determine that night whether he'll save Chester's skin or not. <br /><br />First up is ""Honeymoon Hotel"" with Dick Powell and Ruby Keeler in a 9 minute production number that features a lot of wholesome lasciviousness, with brides and grooms (some might even be married), bedrooms and beds, and doors with ""Do not disturb"" signs. <br /><br />Then on to the next theater and 11 minutes of ""By a Waterfall"" that probably had the Warner Brothers accountants worrying about bankruptcy. This number is so excessive -- dozens of swimming girls, trees, fountains, a huge grotto with waterslides, a giant pool -- you'd never think there was a Depression on. Berkeley pulls out all his tricks -- synchronization, human patterns, legs and arms doing all sorts of precision things -- and he does it in the water, with a lot of underwater photography looking up. The girls are sure game. They come up smiling with water in their eyes and still hit their marks. The whole thing must have been incredibly difficult and exhausting. Ruby Keeler, who has a couple of quick shots in the water, is the only one who looks a bit cautious. <br /><br />And finally, the smash finale...11 minutes of Cagney dancing and singing with Keeler to ""Shanghai Lil,"" with all sorts of bar girls and their customers, unusual in that the races are mixed up. There's Cagney and Keeler dancing on the bar, dancing on a table, Cagney fighting. There are what looks like fifty or sixty marching marines, hupping back and forth, rifles tossed and caught. Then...this is true...a human picture forms of Franklin Roosevelt and the NRA eagle. This may be the only Hollywood musical production that has ever featured Roosevelt, a big federal agency and a bevy of sexy Chinese prostitutes. <br /><br />That's entertainment, folks. It's great! <br /><br />Of course, Chester's Prologues get the big contract and Nan gets Chester. The movie is full of juicy clichés that make us smile. Ruby Keeler is so endearing as she earnestly stomps out her taps with her arms flying that you want to help her along. Joan Blondell makes us forget about a lot of Hollywood females who might have been more beautiful but who had a lot less wit and personality. The movie, however, belongs to Cagney, who grabs and shakes it, and to Berkeley, a man for whom too much was never too much.",pos
"This is the kind of movie that's so extremely bad that you cant stop watching it because you keep telling yourself that 'it cannot continue to be this crappy all the way to the end. It just cant'. You know, 'worse than Jaws 4'-kind of bad.<br /><br />I honestly think I've only seen ONE movie that was worse than this, and then we're talking religious crap about how you'd end up in hell for lying or watching football.<br /><br />Gore? Indeed and lots of it. Well made gore? No way.<br /><br />The acting is beyond bad and all the lines are lousy clichés. Same goes for the storyline which only really consist of sex, blood and violence, like so many other gore movies.<br /><br />If you're hoping for a mix between Ichi the Killer and August Underground keep looking. You wont find it in Live Feed.",neg
"Does anyone know the exact quote about ""time and love"" by George Ede aka, Father Fitzpatrick in the move, It had to be you? He was talking to Charlie and Annna in the church as they were leaving? If not I will have to rent the movie. This was a great movie. I also loved Serendipity! Great love story for the soul! <br /><br />I met my one true love (my Soulmate) and although I had the experience to meet him when I had least expecting it, I wasn't ready for that kind of emotional relationship. <br /><br />Altho, we did marry, I wasn't mature enough to give as much as I thought I would. I got complacent and took his love for granted and he withstood it for 7 years. <br /><br />He finally left with resentment but we are still hurt and angry & in disbelief about the way it turned out. I had some very hard lessons to learn and we have now been apart 3 years.<br /><br />This movie meant a lot because I am still waiting on reconciling with my one and only true love. I can NOW appreciate that distinct feeling inside of me and the quote of Father Fitzpatrick rang true for me.<br /><br />I know when he has healed enough to trust me again, we will remarry.<br /><br />Don't EVER GET COMPLACENT AND TAKE TRUE LOVE FOR GRANTED! IT HAS BEEN THE HARDEST LESSON OF MY LIFE. <br /><br />Also the music in this movie is OUTSTANDING and MEANINGFUL! This movie is DEEP and spiritually uplifting. TRUE LOVE is worth waiting for, if it is meant to be, it will, no matter what, IT WILL HAPPEN! Nothing is impossible, even when it's the second time around! Thanks!",pos
"Billy Chung Siu Hung's (the bloody swordplay film Assassin from 1993) film Love To Kill (Hong Kong, 1993) is among the strongest products of the Category III boom that inhabited the HK cinema in early nineties. It consisted of films with strong sex, nudity and violence, more or less gratuitous and shock valued only. Love To Kill definitely belongs to the ""more"" category with some unforgettable ideas and pieces of celluloid sickness.<br /><br />The HK psycho Anthony Wong (from the award winning The Untold Story by Herman Yau, from the same year) plays a business man and a husband who likes to torture, humiliate and rape his young wife (Elizabeth Lee Mei Fung) who for some reason doesn't leave him and save herself and their little son from the disturbed tormentor. A policeman (Danny Lee, the famous police character actor from films like Dr. Lamb (1992) by Billy Tang (and co-directed by Lee) and The Killer (1989) by John Woo to name just a few) however sees the problem and starts to protect the wife and the son but Anthony naturally doesn't like this at all, and leads it all into the typical ultra-mean spirited and graphic finale during a rain storm.<br /><br />The film is almost completely without any serious merits as it's just a piece of exploitation in order to cash in when these kind of films were so popular. The imagery and happenings are something never found in the Western cinema, at least in mainstream, and it all becomes even more mind-blowing when some/most taboos for Westerners, like violence and perversions witnessed by a child, are broken in these films so often that reading the plotlines alone would make most viewers feel sick, and that goes perfectly especially for this film too.<br /><br />The film still has a rather interesting and creepy soundtrack in the tradition of the mentioned Dr. Lamb which practically started the whole boom in 1992. Usually the music and soundtrack in HK films is interesting and adds to the imagery, especially in these terror films. Also the cinematography is worth mentioning as the film bathes, especially in the finale, in blue colors and camera lenses (as does Assassin, too), and the raging storm is captured nicely on the camera. Otherwise there's nothing that would rate the film any higher other than on the nastiness-meter.<br /><br />The actors and actresses are talented and professional and so don't make the film any worse with their acting. Still the film has the usual HK humor in it which makes the sick goings-on even sicker as some ""humor"" is thrown into the soup. That includes some jokes about Danny Lee's erection and so on..Something that could never be found in the Western ""serious"" films either. And that thing usually destroys mane otherwise noteworthy HK films as the humor is just so obvious way and attempt to entertain the audience and masses.<br /><br />The film has a very high outrageousness level as it has numerous scenes depicting the abuse of Wong's wife in various ways. She gets raped and molested, beaten and kicked by her husband. We also get to see some flashbacks from Wong's own childhood which turns out to be equally violent as his own father killed too and turned his young son into what he is now. These flashback scenes, mostly at the end of the film, include also some totally unexpected experiences as the imagery is speeded up (for example the hits of an axe) and that creates completely insane and mean spirited atmosphere to the scene. Again something that only HK exploitation makers seem to be able to come up with. The ending itself includes plenty of sudden and shocking gore as the madman wields his axe and meets also some nails, for example, on his furious way.<br /><br />The film is also genuinely pretty ""suspicious"" in my opinion as the violence and terror is realistically painful and deals with things that should NEVER be taken as entertainment, mostly I mean rape. The version I saw (I've seen two versions) includes a very long and completely nauseating rape scene that just tries to be as sadistic as possible. I'm not sure does the HK audience really like imagery like this but I think no one with some sense for morality in films/entertainment would never accept or make something like it. Women get brutalized and killed in the most sadistic and low ways so that the fates of the men seem almost tame when compared to the females.<br /><br />The other version I saw, the newly released DVD in HK (without subtitles) has this ""table brutality"" scene in a much longer form than the subtitled Taiwanese DVD which is otherwise identical to the HK version. I've also heard that the old HK Laserdisc is different from these two and since the end credits are filled with scenes and images not found in the actual film, it is impossible to say how ""uncut"" versions these that have been released or shown theatrically are. Obviously plenty of footage has been cut out, possibly even before the theatrical release.<br /><br />The film is written by Law Gam Fai and Lau Wing Kin, the former having written also films like Dr. Lamb, The Untold Story and Gunmen (Kirk Wong, 1988) but out of his other films that I've seen, Love to Kill is the most gratuitous. Dr. Lamb and The Untold Story both are very brutal and violent but have also some attempt to some criticism towards the authorities and men in general as how it is easy to turn into a beast when chasing or fighting one. The harrowing torture imagery of The Untold Story, the victim being the criminal, is very strong and definitely has its impact to change something that may be rotten in the society and among the police for example. But there's none of this in Love to Kill, it is just honest, calculated and fastly made exploitation which is, by the way, produced by a veteran director Kirk ""Organized Crime & Triad Bureau (1993), Crime Story (1993)"" Wong!<br /><br />Love to Kill earns no more than 2/10 from me as I don't have too high appreciation on films like this. (HK) Cinema is meant to be and can be more and films like Love to Kill are only commercial parasites living among the real pieces of the art.",neg
"I was very moved by the story and because I am going through something similar with my own parents, I really connected. It is so easy to forget that someone whose body is failing was once vibrant and passionate. And then there's the mistakes they made and have to live with. I loved Ellen Burstyn's performance and who is Christine Horne? She's fantastic! A real find. There is probably the most erotic scene I've ever seen in a film, yet nothing was shown - it was just so beautifully done. Overall the look and feel of the film was stunning, a real emotional journey. Cole Hauser is very very good in this picture, he humanizes a man spiraling downwards. I liked the way the filmmaker approached this woman's life, never sentimental, never too much - just enough to hook us in, but not enough to bog down.",pos
"As a Pokémon fan I enjoyed this movie very much. It introduces new legendary Pokémon (as each movie does) and adds depth to the relationships between its characters. I however do not expect those who are not Pokémon fans to enjoy it(This includes MOST adults). Some of the lines were corny, but that can be somewhat unavoidable when dubbing the movie over to English. The animation was beautiful, although there were a couple parts that did not look good. And although the villain is kind of corny, I think that the movies have done a good job of cycling through different types of villains, and I guarantee you that they aren't all like this one. Those who did not like it, I say to each his own, but Pokémon fans will love it.",pos
"MY BROTHER TOM <br /><br />Aspect ratio: 1.85:1<br /><br />Sound format: Dolby Digital<br /><br />Following an episode of sexual abuse at the hands of a trusted neighbor, young Jessica (Jenna Harrison) forms a relationship with a strange boy (Ben Whishaw) she meets in the woods. Unfortunately, Whishaw has secrets of his own, no less troubling and far more dangerous...<br /><br />Dour drama, sparked by brave performances by Harrison and Whishaw, in which two kindred spirits immerse themselves in a mutual love of nature after being traumatized by their experiences in the 'real world'. Unfortunately, their friendship unravels as harsh reality begins to intrude, leading to an inevitable tragedy. Directed by Dom Rotheroe and photographed in digital video format, the movie looks ragged in places (too many awkward close-ups and sloppy hand-held camera moves) and takes a while to find its feet, but the dramatic pay-off is quietly rewarding.",neg
"Without a doubt this is one of the worst films I've ever wasted money on! The plot is, erm sorry, did I say there was a plot? The scariest moment was when..., nope can't think of one! The best special effect that had me hiding under the bed covers was..., nope can't think of one for that either. You knew who the killer was right from the start. There was nothing scary about the whole movie, in fact the only two vaguely interesting bits were when you saw the kid sister, Misty, in the shower and when you saw Nurse Toppan take her top off. This film should only be watched to get an idea of how NOT to make a horror movie!!!",neg
"I got the DVD very cheap and I'm a total Drewbie, and thats probably the only constellation where this movie could ever interest anyone.<br /><br />An early Drew movie, she's looking great, and she gets a quite lot of really cute scenes of her, like a shower scene, a sexy dance scene, quite a number of sexy outfits etc. She does never show the friendly charm we know from her more recent movies.<br /><br />The movie itself is pretty average or sub-average, and much more looking like being made for the TV than one for the cinema. There is no real horror or tension built up and the dialogs are often cheesy.<br /><br />The most interesting part is probably the end because I honestly don't understand it. But maybe there is nothing to understand about it anyway. But at least you don't get the end you would be expecting, and it also comes much sooner than one would have expected.<br /><br />Overall I think this movie is exclusively for Drewbies.",neg
"First of all, I was expecting ""Caged Heat"" to be along the same lines as ""Ilsa, The Wicked Warden"". Boy, was I wrong! In no way is this film 70s exploitation, ""chix in chains"", or ""women in prison"". Sure, the plot consists of a bunch of women in prison, who wear street clothes btw (quite comical), but NOTHING happens.<br /><br />There aren't strong rivalries, no one tries to seduce the warden or doctor in order to try and escape, and no inmates make out. There are 2 shower scenes, that I suspect is just recycled footage, but no fights breaks out / no one is seduced here - or anywhere for that matter! Aside from the lack of plot, unconvincing, unsympathetic, and flat characters, a couple of inmates that do manage to escape actually return to the prison in order to ""free"" their fellow inmates??!!<br /><br />PUH-LEASE, the movie should have just ended off with the escapees riding off into the sunset...as opposed to letting this mess continue!<br /><br />I feel scammed.",neg
"Why did I waste 1.5 hours of my life watching this? Why was this film even made? Why am I even commenting on this film?<br /><br />One reviewer said this film took patience to watch and it was n't for everybody. I cannot figure out who this movie is for. maybe after dropping a hit of acid, SOMEBODY, SOMEWHERE could watch this and make some sense out of it. It is incoherent, it isn't experimental, it's plain and simple garbage. The film follows no plot line whatsoever, just when you think you have something, well.....you don't. <br /><br />I think the ending brought some finality to the film (no pun intended), the viewer gets a glimpse of what might have been going on. I don't think I put a spoiler in here, not that it would matter. This film is another must miss in the world of filmdom.",neg
"This movie is more deceiving than ever, using a suspenseful looking actor like Walken to play in this piece of junk made it look like he had nothing better to do than play a boring role like this one! And the fact that the movie was supposed to be about some witch and you really don't see that until almost the end of the movie but meanwhile you have to sit and watch this boring film while it gets, or tries to get to the meaning of the point and you have to go through this whole trail of boring actors and actresses thinking the whole time of how you passed off another movie and decided on this one and how you have just waisted your money just makes the whole point of time useless sitting there. I'd rather watch cartoons for goodness sakes. Leave this one alone,please!",neg
"This film was pretty good. I am not too big a fan of baseball, but this is a movie that was made to help understand the meaning of love, determination, heart, etc.<br /><br />Danny Glover, Joseph Gordon-Levitt, Brenda Fricker, Christopher Lloyd, Tony Danza, and Milton Davis Jr. are brought in with a variety of talented actors and understanding of the sport. The plot was believable, and I love the message. William Dear and the guys put together a great movie.<br /><br />Most sports films revolve around true stories or events, and they often do not work well. But this film hits a 10 on the perfectness scale, even though there were a few minor mistakes here and there.<br /><br />10/10",pos
"Director Ron Atkins is certifiably insane. This ultra-low budget film chronicles a few days in the life of one Harry Russo (John Giancaspro, who also co-wrote), a nut-job who receives a Rubberneck doll from his bitch girlfriend. He starts to take orders from the doll to take massive amounts of drugs, rape and kill, not always in that order. What starts off as being a balls-to-the-wall exploitation film, well stays like that, but it gets VERY repetitive VERY fast. I'm leaning more toward the certifiably insane. It IS hard to forget once seen though. Kinda like if Tom Green ever did a horror film.<br /><br />My Grade:F <br /><br />Eye Candy: Laurie Farwell gets fully nude; Jasmin Putnam shows tits and bush <br /><br />ANTI-eye candy: seeing John completely naked repeatedly",neg
"A sequel to (actually a remake of) Disney's 1996 live-action remake of 101 Dalmations. Cruella deVil (Glenn Close) is released from prison after being ""cured"" of her obsession with fur by a psychologist named Dr. Pavlov (ugh!). But the ""cure"" is broken when Cruella hears the toll of Big Ben, and she once again goes on a mad quest to make herself the perfect coat out of dalmation hides.<br /><br />This movie is bad on so many levels, starting with the fact that it's a ""Thanksgiving family schlock"" movie designed to suck every last available dime out of the Disney marketing machine. Glenn Close over-over-over-over-acts as Cruella. With all that she had to put up with in this movie -- the lame script, the endless makeup, getting baked in a cake at the end -- I hope they gave her an extremely-large paycheck.<br /><br />(Speaking of which, where in the world are you going to find a fur coat factory, a bakery with a Rube Goldberg assembly line, and a candlelight restaurant all located within the same building -- as you do in the climax of this film?) Of course, the real stars of the movie are supposed to be the dogs. They serve as the ""Macaulay Culkin's"" of this movie, pulling all the stupid ""Home Alone"" gags on the villains. (Biting them in the crotch, running over their hands with luggage carts, squirting them with icing, etc., etc., etc., ad nauseum.) I have to admit, the dogs were fairly good actors -- much better than the humans.<br /><br />Gerard Depardieu is completely wasted in this movie as a freaked-out French furrier. The two human ""dog lovers"" -- rehashed from the earlier film, but with different actors -- are completely boring. When they have a spaghetti dinner at an Italian restaurant, the movie cuts back and forth between the two lovers, and their dogs at home, watching the dinner scene from ""Lady and the Tramp."" I thought to myself, ""Oh please, don't go there!"" I half-expected the humans to do a satire on the ""Lady and the Tramp"" dinner scene -- as Charlie Sheen did in ""Hot Shots: Part Deux"" -- doing the ""spaghetti strand kiss,"" pushing the meatball with his nose, etc.<br /><br />And don't get me started on the annoying parrot with Eric Idle's voice.<br /><br />The costumes were nominated for an Oscar, and the costumes in the movie *are* good. But they are the only good thing in the movie. The rest of it is unbearable dreck.",neg
"NATURAL BORN KILLERS (1994)<br /><br />Cinema Cut: R <br /><br />Director's Cut: NC-17<br /><br />It's an unusual Oliver Stone picture, but when I read he was on drugs during the filming, I needed no further explanation. 'Natural Born Killers' is a risky, mad, all out film-making that we do not get very often; strange, psychotic, artistic pictures.<br /><br />'Natural Born Killers' is basically the story of how two mass killers were popularised and glorified by the media; there is a great scene where an interviewer questions some teenagers about Mickey and Mallory, and the teenager says 'Murder is wrong.... but If I was a mass murderer I'd be Mickey and Mallory'. Mickey describes this with a situation of 'Frankenstein (the monster) and Dr. Frankenstein' - Dr. Frankenstein is the media who has turned them into these monstrous killers<br /><br />Most Oliver Stone films examine the flaws of the America, the country that the director loves and admires. I guess 'Natural Born Killers' is about the effect of mass media, technology and how obsessive as a nation, Americans are (and most of the world) over things such as mass killers and bizarre situations.<br /><br />The killers played by Woody Harrelson (Mickey) and Juliette Lewis (Mallory) are executed astonishingly by two excellent actors who step into the lives of two interestingly brutal killers. Mickey and Mallory believe that some people are worthy of killing, perhaps in the cruel theory of Social Darwinism (survival of the fittest) - Mickey says in his interview in prison, that other species commit murder, we as humans ravage other species and exploit the environment; the script is interesting, but it is questionable how much this film amounts to, in the sense of making us think about society and human behaviour, rather than the intensity of a 2 hour bloodbath that we have seen.<br /><br />The last hour of the film takes place in a maximum security prison; we see the harsh realities of prison life; the attitudes of the warden etc;overfilling of prisons - maybe Stone is questioning the future, the path that society is leading to.<br /><br />Two other interesting characters; First, a reporter who runs a show about 'America's Maniacs' and is obsessed with boosting ratings, that he goes to any length to capture the story of Mickey and Mallory. The other is police officer Scagnetti, an insane, perhaps sadistic officer that is in love with Mallory - he also has some weird obsession with mass killers, since his mother was killed during the massacre at Waco, Texas by Charles Whitman.<br /><br />The cinematography is superb; different colours, shadows, styles create a feeling of disorientation; the green colour most evident of all is green, to resemble the sickness of the killers (in the drugstore when they are looking for rattlesnake antidote).<br /><br />The camera work is insane; shaky, buzzy, it takes some determination to get use to it and accept it. Highly unorthodox, psychedelic and unusual.<br /><br />'Natural Born Killers' does not glamourise the existence of insane murderers, it questions it and how we as the public may fuel this attribute...<br /><br />Although the above review sound quite positive, I did dislike the film. Quentin Tarantino, who originally wrote the script for the film, was not pleased with the altered screenplay and he asked for his name to be removed. I can see why. While mildly interesting at times, Natural Born Killers is a mess of a picture.<br /><br />4/10",neg
"It's unlikely that anyone except those who adore silent films will appreciate any of the lyrical camera-work and busy (but scratchy) background score that accompanies this 1933 release. Although sound came into general use in 1928, there are no more than fifty words spoken to tell the story of a woman, unhappily married, who deserts her husband for a younger man after a romantic interlude in the woods.<br /><br />The most vividly photographed scene has the jealous husband giving a lift to the young man for a ride into town, proceeding to drive normally until he realizes the man is his wife's lover. In a frenzy of jealousy, he drives at top speed toward a railroad crossing but changes his mind at the last moment, losing his nerve. It's probably the most tension-filled scene in the otherwise decidedly slow-moving and obviously contrived story.<br /><br />HEDY LAMARR is given the sort of close-up treatment lavished on Marlene Dietrich by her discoverer, but her beauty had not yet been refined by the cosmeticians as they were when she was transported to Hollywood. Her performance consists mostly of looking sad and morose while mourning the loss of her marriage with only brief glimpses of a smile when she finds her true love (ARIBERT MOG), the handsome young stud who retrieves her clothes after a nude swim.<br /><br />The swimming scene is very brief, discreetly photographed, and not worth all the heat it apparently generated. The love-making scene, later on, is also artfully photographed with the sort of lyrical photography evident throughout most of the film--artfully so. More is left to the imagination with the use of symbolism--and this is the sort of thing that has others proclaiming the film is some kind of lyrical masterpiece.<br /><br />Not so. It's disappointing, primitively crude in its sound portions (including the laborious symphonic music in the background) and certainly Miss Lamarr is fortunate that Louis B. Mayer saw the film and on the basis of it, gave her a career in Hollywood. He must have seen something in her work that I didn't.<br /><br />It's apparent that this was conceived as a silent film with the camera doing all the work. The jarring ""workers"" scene at the conclusion goes on for too long and is a jarring intrusion where none is needed. It fails to end the film on the proper note.",neg
"""Gespenster"" Question of to be cool in the German cinema<br /><br />There are not many German films in the last ten years, who have made me so interest. Yes, the problem of the most German films are in this film ""Gespenster"" too. He is on some places to uncooked to be good to see. Special the figure of Toni (Sabine Timento) is too cool. But thats is in German films always so. Everybody must to learns this coolneß - is the realism in this films. Thats difficult to understand. But in this case it makes some sense, because she steals and she lies - she is the kind of girl is better you never love it, because you lose it. Thats not clear for the other girl Nina in this film. She love her - and she would lose her. But Nina lost everything. She will play with soft emotion and a sad feeling. There is no way - but you must take it said Herbert Achterbusch for twenty years. Thats so often the way it goes in German films. Why? Nina (Julia Hummer) is not inside of the laws of society - the is outside - and there she have no chance. This films tries not on every place to gave her a part inside. Thats one of the problems - the stupid break with conventions - the criminal fascination. Throw it all away - and go nowhere! But the actress plays this difficult part very interesting. On the other side - there the parents - who are the pendant to the two girls. The have a car - a hotel suite - the have money and live in world with music of the opera. But the film stand always in some distance to seem. There is no much explaining of them.<br /><br />In the center of this film, there is one scene you will never forget. The two girls got to a casting. And there they should say how they find together. In this scene Toni will lying on. She said a fantastic story-has nothing to do with her. And then Nina will say the truth. She said it in an introversion way. There is no exhibition in it. She looks to the bottom and said what will happened for here. Thats a great moment. In the next scene on the party with pictures in red this feeling is going on- than Toni goes away...<br /><br />Okay, The film will end - in the German way of coolneß - rubbish - here the circle of sadness is closing. But there was a moment - where is happening something else - and this moment was important. He is more than German coolneß - and this moments are rare in the German cinema in this time!",pos
"Worry not, Disney fans--this special edition DVD of the beloved Cinderella won't turn into a pumpkin at the strike of midnight. One of the most enduring animated films of all time, the Disney-fide adaptation of the gory Brothers Grimm fairy tale became a classic in its own right, thanks to some memorable tunes (including ""A Dream Is a Wish Your Heart Makes,"" ""Bibbidi-Bobbidi-Boo,"" and the title song) and some endearingly cute comic relief. The famous slipper (click for larger image) We all know the story--the wicked stepmother and stepsisters simply won't have it, this uppity Cinderella thinking she's going to a ball designed to find the handsome prince an appropriate sweetheart, but perseverance, animal buddies, and a well-timed entrance by a fairy godmother make sure things turn out all right. There are a few striking sequences of pure animation--for example, Cinderella is reflected in bubbles drifting through the air--and the design is rich and evocative throughout. It's a simple story padded here agreeably with comic business, particularly Cinderella's rodent pals (dressed up conspicuously like the dwarf sidekicks of another famous Disney heroine) and their misadventures with a wretched cat named Lucifer. There's also much harrumphing and exposition spouting by the King and the Grand Duke. It's a much simpler and more graceful work than the more frenetically paced animated films of today, which makes it simultaneously quaint and highly gratifying.",pos
"I think this is probably one of the worst movies I've watched in a long time.<br /><br />Trying to get the 'same characters' with different people is *such* a bad idea. If they couldn't get Sara Michelle G. and Ryan P. in this one, they should have just cut their losses and said to heck with it. Instead they get NEW actors that are horrible at what they did. I seriously felt like I was at a High School or (bad) College play with the lever of acting these people put forth.<br /><br />Where do they get some of these people? Was this their first movie? It sure seemed like it.<br /><br />This movie also parallels the original in a few lines of speech. I had just got done watching the first one and popped #2 in. I was all excited to get to watch the second one and it ended up being the worst show I've seen in a while. I don't hardly EVER *EVER* turn off a movie, but this one definitely went off after about 30 - 40 min.",neg
"Wilson (Erica Gavin) is nabbed by the cops and sent to prison in this slick and amusing example of prime 70's exploitation, marking the directing debut of Jonathan Demme. After writing and producing a few of mentor Roger Cormans' New World films, Demme was afforded the opportunity to direct for the first time, and he delivers a movie that not only delivers the expected and tasty doses of nudity and violence, but has an appealing tongue-in-cheek quality to it as well; it's often as funny as it is flashy.<br /><br />Standout scenes include a lewd and crude vaudeville style act performed for the prisoners, as well as a potent dream / fantasy sequence for uptight and obviously very repressed Superintendent McQueen (horror icon Barbara Steele, doing a marvelous turn in this antagonistic role). I also enjoyed a bank robbery scene gone haywire and a carjacking scene that was simply uproarious. As in other movies of this kind, it's also commendable that it's as much a portrait of female empowerment as it is pure exploitation. These women are tough, they take no garbage from anybody, and they're more than capable of handling themselves.<br /><br />Our attractive cast here makes the most of their roles: Juanita Brown as the aggressive Maggie, Roberta Collins as the sassy Belle, Rainbeaux Smith as the cute and timid Lavelle, Gavin as the wide-eyed newcomer, and Lynda Gold (a.k.a. Crystin Sinclaire) in a bright appearance as an accomplice on the outside.<br /><br />As our climax plays out, Demme comes up with a tense ""beat the clock"" finish as our heroines race to save Belle from being lobotomized by predatory Dr. Randolph (Warren Miller), the type of man who thinks nothing of taking advantage of women.<br /><br />Bouncing along to John Cales' flavorful score, ""Caged Heat"" is upbeat entertainment and a guaranteed good time.<br /><br />8/10",pos
"It may (or may not) be considered interesting that the only reason I really checked out this movie in the first place was because I wanted to see the performance of the man who beat out Humphrey Bogart in his CASABLANCA (10/10 role for the Best Actor Oscar. (I still would have given the Oscar to Bogie, but Paul Lukas did do a great job and deserved the nomination, at least.) Well, I'm glad I did check this movie out, because I enjoyed it immensely. I think the movie did preach a little, but not only did I not mind, I enjoyed the speeches and was never bored with them.<br /><br />The acting was outstanding in this movie. I especially enjoyed Paul Lukas, Lucile Watson (rightfully nominated for an Oscar), Bette Davis (wrongfully not nominated), George Coulouris and, oddly, Eric Roberts, who plays the middle child. I really enjoyed his character: an odd-looking boy who talks like some sort of philosopher. He just cracks me up. Even the characters name (Bodo) is funny. <br /><br />The ending, in which Lukas's character was forced to do something he considered wrong even though he was doing it for all the right reasons, worked for me as well. I agreed with why he felt he had to what he did, and I understood why he couldn't quite explain it. The message this movie makes is a good and noble one, the scenery (meaning the house) is beautiful, and the acting is the excellent. Watch this movie if you ever get a chance.<br /><br />9/10",pos
